,name,display_name,short_description,description,created_by,released,created_at,updated_at,featured
519,ajax,Ajax,Ajaxは、インタラクティブなWebアプリケーションを作成するための技術です。,Ajaxとは、Asynchronous JavaScript and XMLの略です。HTML、CSS、JSON、XML、JavaScriptなどのウェブテクノロジーの集合体である。Ajaxは、ページを再読み込みすることなく、ウェブページの一部を変更する動的なウェブページを作成するために使用されます。,,,2017-01-31T22:05:13Z,2022-03-20T03:17:31Z,True
520,babel,Babel,Babelは、次世代のJavaScriptを書くための、今日的なコンパイラです。,🐠 Babelは、2014年にセバスチャン・マッケンジーがES6をES5に変換するために作成したコンパイラです（当初は6to5と呼ばれていました）。その後、開発者があらゆる次世代JavaScriptを書けるようにするツールチェーンとなり、ECMAScriptを規定する技術委員会であるTC39からの提案のテスト場として機能しています。Babelは、FlowとTypeScriptの両方から、JSX構文の変換や型注釈の除去を行うこともできます。Babelはプラグインで構築されています。コミュニティによって書かれたプラグインを使用して独自の変換パイプラインを構成したり、独自のプラグインを書いたりすることができます。,"Sebastian McKenzie, James Kyle, Henry Zhu, Logan Smyth, Daniel Tschinder","September 28, 2014",2017-01-13T00:14:32Z,2022-03-20T03:17:49Z,True
521,atom,Atom,Atomは、Web技術で構築されたオープンソースのテキストエディタです。,AtomはGitHubによって開発されたオープンソースのモダンなテキストエディタです。AtomはWeb技術を利用して作られています。AtomはWeb技術を利用して作られており、CSSで見た目をカスタマイズしたり、HTMLやJavaScriptで新機能を追加することができます。また、コミュニティが作成した数千ものテーマやパッケージが利用可能です。,GitHub,"February 26, 2014",2016-12-07T13:53:53Z,2022-03-20T03:17:45Z,True
522,ejs,EJS,JavaScriptテンプレート言語。,"EJSは、HTMLファイルの作成にJavaScriptを埋め込み記述で統合できるテンプレート言語です。
2つの言語を統合し、ビルド時に複雑なHTMLドキュメントの作成を支援します。
EJSはバニラJavaScriptを使用しているので、使用するために必要な新しい知識は最小限である。",,,2017-02-01T01:02:55Z,2022-03-02T13:06:23Z,False
523,mongoose,Mongoose,Mongoose は、非同期環境で動作するように設計された MongoDB オブジェクトモデリングツールです。,Mongoose は MongoDB のオブジェクトモデリングツールで、非同期環境で動作するように設計されています。Mongoose には組み込みの型キャスト、バリデーション、クエリ構築、ビジネスロジック フックがあります。,LearnBoost,2010,2017-01-31T21:37:13Z,2022-03-19T20:15:53Z,True
524,clojure,Clojure,Clojureは、動的な汎用プログラミング言語です。,Clojureは、関数型、動的、汎用的なプログラミング言語です。ソフトウェアトランザクショナルメモリと非同期エージェントによる組み込みの並行処理サポートを提供し、不変で持続的なデータ構造の豊富なセットを提供します。Clojureは、JVM、JavaScript VM、およびCommon Language Runtime上で動作します。,Rich Hickey,"October 16, 2007",2017-01-28T00:24:04Z,2022-03-20T03:18:25Z,True
525,chrome,Chrome,Chromeは、ハイテク企業Googleが提供するウェブブラウザです。,"Chromeは、2017年半ば現在、世界で最も人気のあるWebブラウザで、ハイテク企業のGoogleが作っています。Windows、macOS、LinuxなどほとんどのOSで利用でき、デスクトップ、スマホ、タブレットなど複数のプラットフォームで利用できます。
ChromeはミニマルなUIを誇り、アドレスバーの上に「タブ」を搭載した最初のブラウザで、この規約は後に他のブラウザでも実装されました。その他の特徴としては、Incognitoモード、タブのサンドボックス化、拡張機能やテーマを提供するウェブストアがあります。
Chromeはオープンソースではありませんが、ソースコードの大部分はChromiumという名称で公開されています。",Google,"September 2, 2008",2017-01-20T16:02:59Z,2022-03-20T03:18:09Z,True
526,code-review,Code review,お客様のコードが品質基準に適合していることを確認し、自信を持って出荷してください。,コードレビューとは、コンピュータのソースコードを体系的に調査すること（ピアレビューと呼ばれることもある）。ソフトウェア開発において見落とされている誤りを発見し、ソフトウェア全体の品質を向上させることを目的としている。レビューは、ペアプログラミング、非公式のウォークスルー、正式な検査など、さまざまな形で行われる。,,,2017-02-01T01:35:11Z,2022-03-20T03:18:20Z,True
527,continuous-integration,Continuous integration,コードをアップストリームにプッシュする際に、自動的にビルドとテストを行い、バグが本番環境に配備されるのを防ぎます。,コードをアップストリームにプッシュする際に、自動的にビルドとテストを行い、バグが本番環境にデプロイされるのを防ぐ。CIを補完するプラクティスとして、プログラマは作品を提出する前に、完全なビルドとすべてのユニットテストの実行（およびパス）を行う必要があります。統合テストは通常、CIサーバーが新しいコミットを検出したときに自動的に実行されます。,,,2017-01-31T21:33:25Z,2022-03-20T03:18:18Z,True
528,sql,SQL,SQLは、データベースにデータを保存、検索、操作するための標準的な言語である。,"SQLとは、構造化問い合わせ言語の略です。select"", ""insert"", ""update"", ""delete"" などのコマンドを使用します。SQLを使用する一般的なリレーショナルデータベース管理システムには、次のようなものがあります。Oracle、MySQL、Microsoft SQL Server、PostgreSQLなど。","Donald D. Chamberlin, Raymond F. Boyce",1986,2017-01-31T21:20:15Z,2022-03-20T02:12:39Z,True
529,data-visualization,Data visualization,データの可視化とは、データや傾向をグラフィックで表現することです。,データビジュアライゼーションとは、グラフやプロット、インフォメーショングラフィックスなどを用いてデータを視覚的に表現することです。統計学やデータサイエンスを用いて、データの背後にある意味を倫理的かつ正確な方法で伝えることができる。,Charles Joseph Minard,,2017-01-31T22:25:35Z,2022-03-20T03:19:28Z,True
530,crystal,Crystal,Crystalは、セルフホスティング型の汎用プログラミング言語です。,Crystalは、親しみやすい文法、静的型チェック、最新のstdlibを備えたプログラミング言語です。効率的で配布しやすいネイティブコードにコンパイルされます。,"Ary Borenszweig, Juan Wajnerman",June 2011,2017-01-31T20:18:58Z,2022-03-20T03:19:24Z,True
531,data-structures,Data structures,データ構造とは、データを整理して保存するための方法です。,データ構造とは、効率的なアクセスと修正のためにコンピュータにデータを保存し、組織化する特定の方法です。データ構造は、特定の目的のために設計されています。例として、配列、リンクリスト、クラスなどがあります。,,,2017-01-31T23:05:34Z,2022-03-20T03:19:27Z,True
532,markdown,Markdown,Markdownは、軽量なマークアップ言語です。,Markdownは軽量のマークアップ言語です。HTMLの経験がなくても書式を追加できるよう、シンプルで軽量な方法として設計されています。,John Gruber,"March 19, 2004",2016-12-17T03:09:36Z,2022-03-20T03:19:25Z,True
533,dependency-management,Dependency management,サードパーティの依存関係を保護・管理します。,パッケージマネージャまたはパッケージ管理システムは、コンピュータのオペレーティングシステム用のコンピュータプログラムを一貫した方法でインストール、アップグレード、設定、または削除するプロセスを自動化するソフトウェアツールの集合体です。,,,2017-04-11T21:43:31Z,2022-03-20T03:19:32Z,True
534,dotnet,.NET,.NETは、無償のクロスプラットフォーム、オープンソースの開発者用プラットフォームです。,.NETは、さまざまな種類のアプリケーションを構築するための、無償のクロスプラットフォーム、オープンソースの開発者用プラットフォームです。,Microsoft,"February 13, 2002",2017-01-31T21:34:22Z,2022-03-20T03:19:41Z,True
535,elixir,Elixir,Elixirは、スケーラブルで保守性の高いアプリケーションを構築するために設計された動的・関数型言語です。,Elixirは、低遅延、分散、フォールトトレラントなシステムの実行で知られるErlang VMを活用し、Web開発や組み込みソフトウェア領域でも成功を収めています。,José Valim,"September 8, 2014",2017-01-31T21:00:22Z,2022-03-20T03:19:47Z,True
536,deployment,Deployment,コードのデプロイメントを合理化することで、製品に集中することができます。,一般的なデプロイメントプロセスは、相互に関連するいくつかのアクティビティと、それらの間の可能なトランジションから構成されます。これらの活動は、生産者側、消費者側、またはその両方で発生する可能性があります。,,,2017-01-31T21:28:54Z,2022-03-20T03:19:35Z,True
537,emacs,Emacs,Emacsは、拡張性、カスタマイズ性に優れたフリーのテキストエディタおよび計算機環境です。,Emacs は主に Emacs Lisp で書かれた拡張可能なテキストエディタです。  Emacsはテキストの編集に優れている一方で、「テキスト」とは何かという境界を拡張しています。,,,2017-01-31T21:27:32Z,2022-03-20T03:19:48Z,True
538,firefox,Firefox,Firefoxは、Mozillaが提供するオープンソースのWebブラウザです。,Firefoxは、Mozilla Foundationが開発したフリーでオープンソースのWebブラウザです。2002年にPhoenixという名前で初めてリリースされました。Windows、macOS、Linuxを含むほとんどのOS、およびほとんどの携帯電話やタブレットで利用可能です。,Mozilla,"September 23, 2002",2016-12-23T22:00:17Z,2022-03-20T03:20:00Z,True
539,eslint,ESLint,JavaScriptとJSXのためのプラグイン可能なリントユーティリティです。,ESLintは、JavaScriptおよび関連言語のための拡張可能な静的解析ツールで、実運用で何かを破壊する前にエラーを検出するのに役立ちます。,Nicholas C. Zakas,June 2013,2017-01-31T21:29:06Z,2022-03-20T03:19:55Z,True
540,emoji,Emoji,絵文字は、感情、物体、または概念を表すグラフィックシンボルです。,絵文字は、主に電子メッセージで使われる絵文字で、様々な感情や物、アイデアを表現することができます。,Shigetaka Kurita,1999,2016-12-09T17:00:08Z,2022-03-20T03:19:52Z,True
541,ember,Ember,Emberは、Webアプリケーションを作成するためのフレームワークです。,Emberは、Component <-> Serviceのアプローチでアプリケーションを構築するJavaScriptフレームワークです。主にWebベースのアプリケーションを構築するために使用されますが、デスクトップアプリケーションを構築するために移植することも可能です。,Yehuda Katz,"December 8, 2011",2016-12-16T20:50:00Z,2022-03-20T03:19:50Z,True
542,emulator,Emulator,エミュレーターとは、あるコンピュータを別のコンピュータのように動作させるためのハードウェアやソフトウェアのことです。,エミュレータは、ホストシステムがクライアントシステムの品質をエミュレートすることを可能にします。例えば、モバイルアプリケーションの開発者は、開発したアプリケーションが実際の携帯電話やタブレットでどのように動作し、表示されるかをテストするために、PC上でエミュレートされたデバイスを実行することができます。,,,2016-12-16T23:24:32Z,2022-03-20T03:19:54Z,True
543,font,Font,フォントとは、テキスト用の特定のスタイルの書体のことです。,フォントとは、特定の文字の大きさ、太さ、スタイルの基準となるものです。特定のフォントのウェイトは、文字のアウトラインの太さである。サイズは通常、レタリングの垂直方向の測定値であるポイント単位で測定される。,,,2017-01-05T17:04:55Z,2022-03-20T03:20:04Z,True
544,game-development,Game Development,ゲーム開発とは、ゲームを作る技術であり、ゲームの設計、開発、リリースについて説明する。,ゲーム開発者は、デザイナーのコンセプトをもとに、ユーザーがプレイできるゲームに作り上げる。ビデオゲーム開発者は、ゲーム開発者またはビデオゲームプログラマーとも呼ばれ、PC、コンソール、ウェブブラウザ、携帯電話など、さまざまな形式のゲームのコードを書きます。,,,2017-01-31T21:53:32Z,2022-03-18T15:44:02Z,False
545,testing,Testing,これらのツールをワークフローに加えることで、バグをなくし、より信頼性の高い出荷を実現します。,"テストとは、ソフトウェアが動作することを確認するために、系統的にテストを行うことです。テストは繰り返し行うことができ、何度も実施することができます。
これらのツールをワークフローに追加することで、バグをなくし、より自信を持って出荷することができます。",,,2016-12-16T18:32:50Z,2022-03-20T02:49:40Z,True
546,contentful,Contentful,Contentfulは、あらゆるデジタル製品におけるコンテンツを強化するためのコンテンツインフラを提供します。,Contentfulは、ウェブサイト、アプリ、デバイスなど、あらゆるデジタル製品のコンテンツを強化する新しい方法を提供し、レガシーCMS市場を破壊するコンテンツインフラストラクチャです。Contentfulは、最新のソフトウェアスタックおよびソフトウェアデリバリーパイプラインと統合することを目的として構築されています。,Sascha Konietzke and Paolo Negri,2011,2017-01-31T22:00:54Z,2022-02-03T20:39:01Z,False
547,docker-compose,Docker Compose,Docker Composeは、複数のコンテナを持つDockerアプリケーションを定義し、実行するためのツールです。,Docker Composeは、マルチコンテナ・アプリケーションの定義と共有を支援するために開発されたツールです。Composeを使えば、サービスを定義するYAMLファイルを作成し、コマンド1つですべてをスピンアップしたり、すべてをティアダウンしたりすることができるのです。,,"October 16, 2014",2017-01-31T21:34:29Z,2022-03-16T15:18:53Z,False
548,3d,3D,3Dモデリングは、3Dオブジェクトの表面や構造を仮想的に展開するプロセスです。,3Dモデリングは、専用のソフトウェアを用いて、物理的な物体のデジタルモデルを作成するものです。3次元コンピュータグラフィックスの一種で、ビデオゲームや3Dプリント、VRなどに利用されている。,,,2017-02-04T09:24:09Z,2022-03-20T03:25:10Z,True
549,amphp,Amp,Amp は PHP 用のノンブロッキング並行処理ライブラリです。,Amp は PHP 用のノンブロッキング並行処理ライブラリです。新しいバージョンでは、既存のインタフェースとうまく統合し、透過的なノンブロッ キングI/Oを可能にするためにファイバーを使用しています。古いバージョンでは、ジェネレータベースのコルーチンを多用しています。PHP 8.1 でファイバーのネイティブサポートを実現した開発者たちによって作られています。,Daniel Lowrey,"August 05, 2013",2017-02-02T20:45:29Z,2022-03-20T03:25:14Z,True
550,ui,ui,ユーザーインターフェース（UI）またはユーザーインターフェースエンジニアリングは、機械やソフトウェアのユーザーインターフェースを設計することです。,ユーザーインターフェース（UI）デザインまたはユーザーインターフェース工学とは、コンピュータ、家電製品、モバイル機器、その他の電子機器などの機械やソフトウェアのユーザーインターフェースを、使いやすさとユーザー体験を最大化することに重点を置いて設計することである。ユーザーインターフェース設計の目的は、ユーザーの目的を達成するために、ユーザーのインタラクションをできるだけシンプルかつ効率的にすること（ユーザー中心設計）である。,,,2017-01-31T21:04:32Z,2022-03-16T11:32:54Z,False
551,symfony,Symfony,Symfony は再利用可能な PHP コンポーネントのセットであり、Web フレームワークです。,Symfony は再利用可能な PHP コンポーネントのセットであり、Web プロジェクトのための PHP フレームワークです。,Fabien Potencier,October 2005,2017-01-31T21:21:43Z,2022-03-20T03:26:06Z,True
552,portfolio,Portfolio,ポートフォリオとは、スキル、プロジェクト、経験、教育などを紹介するウェブサイトのことです。,ポートフォリオとは、あなたの信念、スキル、資格、教育、訓練、経験などを例示する資料をまとめたものです。あなたの個性や仕事に対する姿勢を知ることができます。ポートフォリオのウェブサイトは、一般的に、上記で説明したように、仕事のサンプルやその他の詳細を掲載した静的なウェブサイトです。オンライン・レジュメやC.V.と密接な関係があります。,,,2017-01-05T18:33:20Z,2022-02-19T07:22:16Z,False
553,graphql,GraphQL,GraphQLは、APIのためのクエリ言語であり、既存のデータでクエリを実行するためのランタイムでもあります。,GraphQLは、Facebook社が開発したデータクエリ言語である。RESTやアドホックなウェブサービスアーキテクチャに代わるものを提供する。クライアントが必要なデータの構造を定義することができ、サーバーから全く同じ構造のデータが返される。強型ランタイムであり、クライアントが必要なデータを指示することができる。,Facebook,2015,2016-12-17T02:09:00Z,2022-03-20T01:37:38Z,True
554,gatsby,gatsby,Gatsbyは、Reactをベースとした無償かつオープンソースのフレームワークで、開発者が高速なウェブサイトやアプリケーションを構築することを支援します。,"Gatsbyは、Reactをベースにしたフリーでオープンソースのフレームワークで、開発者が非常に高速なウェブサイトやアプリを構築できるよう支援します。
ヘッドレスCMSと連携したWebサイトの開発を支援し、モダンなツールを提供します。",Kyle Mathews & Sam Bhagwat,2015,2017-01-31T22:00:51Z,2022-03-18T21:53:51Z,False
555,tensorflow,Tensorflow,TensorFlowは、数値計算のためのオープンソースソフトウェアライブラリです。,TensorFlowは、Googleが作成したオープンソースライブラリです。ディープラーニングモデルの設計、構築、訓練に使用されます。,Google Brain Team,"November 9, 2015",2017-01-31T21:38:24Z,2022-03-20T02:54:30Z,True
556,heroku,Heroku,Herokuは、複数のプログラミング言語をサポートするクラウドPaaSです。,Herokuは、開発者がアプリケーションの構築、実行、運用をすべてクラウド上で行うことを可能にするPaaS（Platform as a Service）である。,,,2016-12-07T21:23:36Z,2022-03-19T04:18:09Z,False
557,rest-api,REST API,REST（Respecially State Transfer）APIとは、インターネット上でコンピュータシステム間の互換性を提供するための方法である。,REST (Representational State Transfer) APIとは、インターネット上のコンピュータシステム間で互換性を提供するための方法である。このコンセプトは、2000年にRoy Fieldingが発表した論文で初めて概説された。,,,2017-01-31T21:40:09Z,2022-03-20T01:55:11Z,True
558,express,Express,Expressは、Webおよびモバイルアプリケーションのための最小限のNode.jsフレームワークです。,Express.jsは、シングル、マルチページ、ハイブリッドのWebアプリケーションのためのシンプルなNode.jsフレームワークです。,TJ Holowaychuk,"November 16, 2010",2017-01-31T20:47:13Z,2022-03-20T03:19:57Z,True
559,react-native,React Native,React Nativeは、Facebook社が開発したJavaScriptのモバイルフレームワークです。,React Nativeは、Facebook社が開発したJavaScriptのモバイルフレームワークです。開発者は、JavaScriptを使ってAndroidやiOSのモバイルアプリケーションを構築し、Webアプリケーションとモバイルアプリケーションの間でコードを再利用することができます。,Facebook,January 2015,2017-01-31T21:11:16Z,2022-03-19T22:24:25Z,True
560,windows,Windows,Windowsは、マイクロソフト社のGUIベースのOSです。,Windowsは、マイクロソフト社のGUIベースのオペレーティングシステムです。グラフィカルな表示で知られ、ユーザーフレンドリーな設計になっている。,Microsoft Corporation,"November 20, 1985",2016-12-16T21:35:59Z,2022-03-20T03:21:14Z,True
561,website,Website,インターネットに接続され、World Wide Web上の1つまたは複数のページを管理している場所。,ウェブサイトとは、共通のドメイン名で識別され、少なくとも1つのウェブサーバーで公開されるウェブページと関連コンテンツの集合体です。,Tim Berners-Lee,"August 6, 1991",2017-01-05T18:29:47Z,2022-03-13T15:51:31Z,False
562,iot,Internet of things,Iotとは、インターネットを介して他の機器やシステムとデータを交換する機器のネットワークです。,モノのインターネット（IoT）とは、インターネット上で他の機器やシステムと接続し、データを交換することを目的に、センサーやソフトウェアなどの技術を組み込んだ物理的なモノ（コト）のネットワークを指します。モノのインターネットとは、世界中のあらゆるモノをインターネットに接続することを意味します。,,,2016-12-27T08:27:21Z,2022-03-12T20:27:40Z,False
563,csharp,C#,"C#（""C sharp""）は、オブジェクト指向で型安全なプログラミング言語である。","C#（シーシャープ）は、シンプルで現代的な、オブジェクト指向の型安全プログラミング言語です。
C#はC言語ファミリーをルーツとしているため、C、C++、Javaのプログラマーにはすぐに馴染みやすい言語です。",Anders Hejlsberg,January 2002,2017-01-31T21:27:17Z,2022-03-20T03:19:25Z,True
564,winforms,WinForms,Windows Forms（WinForms）は、Windowsのデスクトップアプリケーションを構築するためのUIフレームワークです。,Windows Forms (WinForms) は、Windows デスクトップアプリケーションを構築するための UI フレームワークです。User32やGDIなどのWindowsユーザーインターフェースライブラリを.NETラッパーで包んでいます。,Microsoft,,2017-01-31T21:53:18Z,2022-02-22T06:42:42Z,False
565,rust,Rust,Rustは、Mozillaが作ったシステムプログラミング言語です。,Rust は、Mozilla が開発したシステムプログラミング言語です。C++に似ているが、パフォーマンスを犠牲にすることなく、メモリ安全性を向上させるように設計されている。,Graydon Hoare,2010,2016-12-17T03:10:00Z,2022-03-20T02:54:48Z,True
566,anki,Anki,Ankiは、フリーでオープンソースのフラッシュカードプログラムで、間隔をあけて繰り返されることを利用します。,"Ankiは、物事を簡単に記憶するためのプログラムです。従来の勉強法よりもずっと効率的なので
従来の勉強法よりもはるかに効率的なので、勉強時間を大幅に短縮することも、学習量を大幅に増やすことも可能です。
勉強時間を大幅に短縮したり、学習量を大幅に増やすことができます。",Damien Elmes,"October 5, 2006",2017-02-01T10:05:23Z,2022-03-20T03:31:26Z,False
567,nestjs,Nest,Nest（NestJS）は、効率的でスケーラブルなNode.jsサーバサイドアプリケーションを構築するためのフレームワークです。,"Nest (NestJS) は、効率的でスケーラブルな Node.js サーバーサイドアプリケーションを構築するためのフレームワークです。プログレッシブJavaScriptを使用し、TypeScriptを完全にサポートし、OOP（オブジェクト指向プログラミング）、FP（機能的プログラミング）、FRP（機能的反応プログラミング）の要素を組み合わせて構築されています。
Nestは、開発者やチームが、高度にテスト可能で、スケーラブルで、疎結合で、容易に保守可能なアプリケーションを作成できるような、すぐに使えるアプリケーションアーキテクチャを提供します。",NestJS,"May 14, 2017",2017-05-05T16:30:00Z,2022-03-16T21:30:52Z,False
568,covid-19,COVID-19,コロナウイルス感染症2019（COVID-19）とは、SARS-CoV-2による感染症である。,コロナウイルス感染症2019（COVID-19）は、現在進行形で大流行していたSARS-CoV-2と呼ばれるコロナウイルスの一種が引き起こす感染症である。このトピックは、このウイルスの研究と啓発を中心としたコードを含むリポジトリと関連しています。,github,"December 31, 2019",2020-02-11T16:22:02Z,2022-03-20T03:33:21Z,True
569,compiler,Compiler,コンパイラは、高級プログラミング言語を低級言語（マシンコードなど）に翻訳するソフトウェアです。,コンパイラは、高レベルの（より人間が読みやすい）プログラミング言語を低レベルの言語（マシンコードなど）に翻訳するソフトウェアである。プロセッサが実行する機械語は、プロセッサの演算論理装置で2進数のHighとLowの信号が必要とされるタイミングを示す。コンパイルされた言語の例としては、BASIC、Fortran、C++、C言語、Javaなどがある。,,,2017-01-31T21:30:14Z,2022-03-20T03:33:29Z,True
570,code-quality,Code quality,スタイル、品質、セキュリティ、テストカバレッジのチェックを必要なときに行い、コードレビューを自動化します。,スタイル、品質、セキュリティ、テストカバレッジのチェックを最も必要なときに行うことで、コードレビューを自動化することができます。コード品質は、複雑さを抑え、ランタイムを向上させることを目的としています。,,,2017-02-01T05:00:38Z,2022-03-20T03:33:15Z,True
571,bot,Bot,ボットとは、インターネット上で自動化されたタスクを実行するアプリケーションのことです。,ボットとは、インターネット上で自動化された、通常は繰り返し行われる作業を実行するアプリケーションのことです。,,,2016-12-16T23:41:10Z,2022-03-20T03:33:36Z,True
572,blockchain,Blockchain,ブロックチェーンは、当事者間の取引を検証可能かつ永続的に記録することができる分散型台帳である。,ブロックチェーンとは、デジタル化された分散型取引台帳のことです。ブロックチェーンは、ブロックと呼ばれる継続的に増加する記録のリストを記録し、暗号を使用してリンクされ、保護されます。,,2008,2017-01-31T21:50:15Z,2022-03-20T01:04:51Z,False
573,hugo,Hugo,Hugoは、最も人気のあるオープンソースの静的サイトジェネレータの1つです。,HugoはGoで書かれた高速でモダンな静的サイトジェネレータで、ウェブサイト制作を再び楽しくするために設計されています。,Bjørn Erik Pedersen,"July 04, 2013",2017-01-31T21:37:10Z,2022-03-07T15:26:04Z,False
574,kotlin,Kotlin,Kotlinは、マルチプラットフォーム対応の静的型付けプログラミング言語です。,Kotlinは、最新のマルチプラットフォーム・アプリケーションのための静的型付けプログラミング言語です。JavaやAndroidと100%相互運用が可能で、現在はJavaScriptとLLVMによるネイティブ（iOSを含む）をサポートしています。2011年にJetBrains社によって開発され、Java Virtual Machine（JVM）のための新しい言語として、高速にコンパイルできるように設計されています。,JetBrains,"February 15, 2016",2016-12-05T08:18:49Z,2022-03-19T21:34:51Z,True
575,dart,Dart,Dartは、Googleが開発したWeb、サーバー、デスクトップ、モバイルアプリケーションを構築するための汎用プログラミング言語です。,"Dartは、もともとGoogleが開発し、後にEcmaの標準として承認された汎用プログラミング言語です（ECMA-408）。ウェブアプリケーション、サーバーアプリケーション、モバイルアプリケーションの構築に使用されています。
Dart はオブジェクト指向のクラス定義言語で、C スタイルの構文を使用し、 オプションで JavaScript にトランスコンパイルすることができます。インターフェース、ミキシン、抽象クラス、再定義されたジェネリック、静的型付け、およびサウンド型システムをサポートしています。",,October 2011,2016-12-16T23:27:17Z,2022-03-18T08:57:26Z,False
576,rss,RSS,ウェブサイトからユーザーやアプリケーションに情報を渡すための規格。,RSSとは、ユーザーやアプリケーションが、ウェブサイトの更新情報を標準化されたコンピュータ読み取り可能なフォーマットでアクセスできるようにするウェブフィードである。,,,2016-12-19T15:50:33Z,2022-03-14T12:26:48Z,False
577,threejs,Three.js,Three.jsは、JavaScriptを使用してGPU（Graphical Processing Unit）アクセラレーションによる3Dアニメーションを作成することができます。,Three.jsは、ウェブブラウザ上で3次元コンピュータグラフィックスのアニメーションを作成、表示するためのクロスブラウザJavaScriptライブラリおよびアプリケーションプログラミングインターフェース（API）です。,Ricardo Cabello,"April 24, 2010",2017-01-13T00:23:35Z,2022-03-09T12:51:07Z,False
578,php,PHP,PHPは、サーバーサイドのWeb開発で特によく使われる汎用スクリプト言語です。,PHPは、特にサーバーサイドのWeb開発に適した人気のある汎用スクリプト言語です。PHPのランタイムは一般的にウェブページのコンテンツによって実行され、HTMLやHTML5のウェブページに追加することができます。PHPはもともと1994年にRasmus Lerdorfによって開発されました。,Rasmus Lerdorf,"June 8, 1995",2016-12-19T16:43:59Z,2022-03-20T03:26:04Z,True
579,framer-motion,Framer Motion,オープンソースで制作可能なWeb上のReact用モーションライブラリです。,Motion は、Framer が提供する React 用のプロダクションレディなモーションライブラリです。HTMLとSVGのセマンティクスを維持しながら、宣言的なアニメーション、楽なレイアウト遷移、ジェスチャーを実現します。,Framer B.V.,,2019-07-17T20:23:58Z,2022-02-21T20:41:16Z,False
580,github,GitHub,見ているんですね。,GitHubは、開発者が開発者であることを容易にし、共に働き、困難な問題を解決し、世界で最も重要な技術を創造することを可能にします。,"Chris Wanstrath, PJ Hyett, Tom Preston-Werner, and Scott Chacon","April 10, 2008",2016-11-17T21:54:17Z,2022-03-19T12:32:49Z,False
581,kubernetes,Kubernetes,Kubernetesは、コンテナ化されたアプリケーションのデプロイメント、スケーリング、管理を自動化するためのオープンソースシステムである。,Kubernetes（通称「K8s」）は、もともとGoogleが設計し、Cloud Native Computing Foundationに寄贈された、コンテナ化されたアプリケーションのデプロイ、スケーリング、管理を自動化するオープンソースシステムである。K8sは、「ホストクラスタにまたがるアプリケーションコンテナのデプロイ、スケーリング、運用を自動化するためのプラットフォーム」を提供することを目的としている。Dockerをはじめとする様々なコンテナツールをサポートしている。,"@jbeda, @brendandburns, and @craigmcl","July 21, 2015",2016-12-17T03:07:15Z,2022-03-20T03:38:12Z,True
582,vim,Vim,Vimはコンソールで動作するテキストエディタプログラムです。,Vimは、シェルで動作するカスタマイズ性の高いテキストエディタである。Bram Moolenaarは1988年にVimの開発を始めたとされている。,Bram Moolenaar,"November 2, 1991",2016-12-15T23:29:14Z,2022-03-20T03:39:03Z,True
583,bash,Bash,BashはGNUオペレーティングシステム用のシェルおよびコマンド言語インタプリタです。,Bash (Bourne Again Shell) は、GNU オペレーティングシステム用のシェルおよびコマンド言語インタプリタです。Bourne Shellの改良版という位置づけである。,Brian Fox,"June 8, 1989",2016-12-17T02:38:04Z,2022-03-20T03:42:37Z,True
584,aws,Amazon Web Services,Amazon Web Servicesは、オンデマンドのクラウドコンピューティングプラットフォームをサブスクリプションベースで提供しています。,Amazon Web Servicesは、Amazon.comの子会社で、個人、企業、政府機関にオンデマンドのクラウドコンピューティングプラットフォームをサブスクリプションベースで提供しています。,,March 2006,2016-12-27T11:19:54Z,2022-03-20T03:42:29Z,True
585,flask,Flask,Flaskは、WerkzeugツールキットをベースとしたPython用のWebフレームワークです。,Flaskは、WerkzeugツールキットをベースとしたPython用のWebフレームワークです。,Armin Ronacher,"April 1, 2010",2016-12-25T23:31:26Z,2022-03-20T03:42:26Z,True
586,database,Database,データベースとは、コンピュータ（通常はサーバー）に保持されている、構造化されたデータの集合のことです。,データベースは、コンピュータ（多くの場合サーバー）に保持されるデータの構造化されたセットです。データベースは、ルックアップテーブルと同様に、ユーザーと対話するデータベース管理システム（DBMS）を使用します。最新のデータベースは、保有するデータの作成、照会、更新、管理ができるように設計されている。,,,2017-01-31T21:21:06Z,2022-03-20T03:43:11Z,True
587,spring-boot,Spring Boot,Spring Bootは、Javaアプリケーションのためのコーディングおよび構成モデルです。,Spring Bootは、Javaアプリケーションのためのコーディングおよび構成モデルです。SpringはPivotal Softwareによって開発された。,Pivotal Software,"October 1, 2002",2017-01-31T21:25:56Z,2022-03-20T03:43:17Z,True
588,latex,LaTeX,LaTeXは文書作成システムです。,LaTeXは、技術文書や科学文書の作成に使用される組版システムです。見た目よりも内容を重視し、ワープロの代替となるものである。,Leslie Lamport,1985,2017-01-31T21:21:15Z,2022-03-20T03:44:24Z,True
589,git,Git,Gitは、最も広く使われているバージョン管理システムです。,Gitは、最も広く使われているバージョン管理システムで、ソースコードを長期にわたって追跡・管理することができます。コラボレーションのために設計され、柔軟性、安全性、効率性を考慮して作られています。,Linus Torvalds,"April 7, 2005",2016-12-09T16:14:31Z,2022-03-19T21:38:59Z,True
590,ansible,Ansible,Ansibleは、シンプルで強力な自動化エンジンです。,Ansibleは、シンプルで強力な自動化エンジンです。構成管理、アプリケーションのデプロイメント、タスクの自動化などを支援するために使用されます。,Michael DeHaan,"February 20, 2012",2016-12-29T14:35:49Z,2022-03-20T03:45:05Z,True
