,name,display_name,short_description,description,created_by,released,created_at,updated_at,featured
479,video,Video,Electronic representation of moving visual images.,"Video is an electronic medium for the recording, copying, playback, broadcasting, and display of moving visual media. It brings together all the techniques allowing the constitution or restitution of electrical signal representing moving images.","John Logie Baird, Charles Francis Jenkins, Philo Farnsworth",1900,2017-01-31T21:23:23Z,2022-03-19T08:03:14Z,False
480,nashville,"Nashville, Tennessee",Nashville is the capital and most populous city of the U.S. state of Tennessee.,"Nashville is the capital and most populous city of the U.S. state of Tennessee, called the ""home of country music."" It is a center for the music, healthcare, publishing, private prison, banking, and transportation industries, and is home to numerous colleges and universities. In March 2012, a Gallup poll ranked Nashville in the top five regions for job growth. Nashville lies on the Cumberland River.","James Robertson, John Donelson, and a party of Overmountain Men",1779,2017-01-31T21:53:31Z,2021-06-28T04:35:39Z,False
481,javafx,JavaFX,"JavaFX is a Java library used to create graphical user interfaces for desktop, as well mobile and embedded devices.","JavaFX is an open source, next generation client application platform for desktop, mobile and embedded systems built with Java. It is offered as a cross-platform Java library and it delivers consistent graphical user interfaces across a wide range of operating systems and devices. Applications developed with JavaFX can be run on devices such as desktop computers, mobile phones, TVs, tablets, and more.",Oracle,"December 4, 2008",2017-01-31T21:49:48Z,2022-03-18T19:36:48Z,False
482,swift,Swift,"Swift is a modern programming language focused on safety, performance, and expressivity.","Swift is a general-purpose programming language built using a modern approach to safety, performance, and software design patterns. Inspired by many other modern programming languages, Swift is intended to be more resilient and expressive than Objective-C, its predecessor.",Apple,"June 2, 2014",2016-12-17T02:42:55Z,2022-03-20T02:33:34Z,True
483,unity,Unity,"Unity is a game engine used to create 2D/3D video games, and simulations for computers, consoles, and mobile devices.","Unity is a game development platform used to build high-quality 3D/2D games that can deployed across mobile, desktop, VR/AR, consoles, or the web.",Unity Technologies,,2017-01-31T21:32:32Z,2022-03-20T02:13:01Z,True
484,nginx,nginx,nginx is a high performance free open source web server.,"nginx is an HTTP and reverse proxy server, a mail proxy server, and a generic TCP/UDP proxy server. Nginx was written with an explicit goal of provide high performance on sites with high traffic, so it can be used as a reverse proxy, load balancer and HTTP cache.",Igor Sysoev,"October 4, 2004",2016-12-17T03:01:52Z,2022-03-20T01:36:08Z,False
485,telegram,Telegram,"Telegram is a non-profit, cloud-based instant messaging service.","Telegram is a non-profit, cloud-based instant messaging service. It offers open source clients [for a multitude of operating systems](https://telegram.org/apps) and powerful APIs that allow developers to create their [own clients](https://core.telegram.org/api#telegram-api) and [chat bots](https://core.telegram.org/bots).",Telegram Messenger LLP,August 2013,2017-01-31T21:26:41Z,2022-03-20T02:38:02Z,True
486,perl,Perl,Perl is a highly capable and feature-rich programming language.,"Perl runs on over 100 platforms ranging from portables to mainframes. It can be used for almost all facets of programming, from rapid prototyping and large-scale development projects.",Larry Wall,"December 18, 1987",2017-01-31T21:45:18Z,2022-03-20T02:39:30Z,True
487,image-processing,Image processing,Digital image processing is the use of algorithms to make computers understand the image content.,Digital image processing is the use of algorithms to make computers analyze the content of digital images.,,,2017-01-31T22:07:38Z,2022-03-15T07:32:42Z,False
488,instagram,Instagram,Instagram is a photo and video sharing social networking service.,Instagram is a photo and video sharing social networking service. The app allows users to upload media that can be edited with filters and organized by hashtags and geographical tagging. Posts can be shared publicly or with pre-approved followers. Users can browse other users' content by tags and locations and view trending content. Users can like and comment on photos and follow other users to add their content to a personal feed as well as send private messages to their friends via the Instagram Direct feature.,"Kevin Systrom, Mike Krieger","October 6, 2010",2017-01-05T23:03:54Z,2022-03-16T23:54:33Z,False
489,intellij-idea,IntelliJ IDEA,IntelliJ IDEA is an integrated development environment written in Java for developing computer software.,"IntelliJ IDEA is an intelligent, context-aware IDE for working with Java and other JVM languages like Kotlin, Scala, and Groovy on all sorts of applications. This environment is used especially for the development of programs. It has features like advanced code navigation, ability to refactor codes, and advanced error checking features which allows faster and easier error checking.",JetBrains,January 2001,2017-02-06T14:21:50Z,2022-03-16T05:34:42Z,False
490,github-api,GitHub API,The GitHub API allows you to build applications that integrate with GitHub.,"The GitHub API provides endpoints for users to consume GitHub data as well as make changes on a user’s behalf. The latest version is v4, the GraphQL API. The GitHub GraphQL API v4 represents an architectural and conceptual shift from the GitHub REST API v3 and allows for users to craft queries of the exact data they need.",GitHub,,2016-12-20T01:06:33Z,2022-03-20T02:42:37Z,True
491,aspnet,ASP.NET,ASP.NET is a web framework for building modern web apps and services.,"ASP.NET is an open source web framework for building modern web apps and services with .NET. ASP.NET creates websites based on HTML5, CSS, and JavaScript that are simple, fast, and can scale to millions of users.",Microsoft,January 2002,2017-01-31T21:36:45Z,2022-03-20T02:42:02Z,True
492,mqtt,MQTT,"MQTT is a lightweight, publish-subscribe messaging protocol.","MQTT is a lightweight, publish-subscribe messaging protocol for the Internet of Things (IoT). It is an OASIS standard and an ISO recommendation (ISO/IEC 20922).",,1999,2016-12-21T15:33:15Z,2022-03-10T21:01:28Z,False
493,google,Google,Google LLC is an American multinational technology company that specializes in Internet-related services and products.,"Google is an American multinational technology company that specializes in Internet-related services and products, which include online advertising technologies, search engine, cloud computing, software, and hardware.","Larry Page, Sergey Brin","September 4, 1998",2017-01-31T20:44:55Z,2022-03-20T02:46:26Z,True
494,facebook,Facebook,Facebook helps to connect and share things with the people you care about.,"Facebook is an online social media and social networking service owned by Facebook, Inc. It can be accessed from devices with Internet connectivity, such as personal computers, tablets and smartphones. After registering, users can create a profile revealing information about themselves. They can post text, photos and multimedia which are shared with any other users who have agreed to be their ""friend"" or, with different privacy settings, publicly.","Mark Zuckerberg, Eduardo Saverin, Andrew McCollum, Dustin Moskovitz, and Chris Hughes","February 4, 2004",2017-01-31T20:51:03Z,2022-03-14T20:41:33Z,False
495,virtual-reality,Virtual reality,Virtual reality is an artificial environment displayed through digital means.,"Virtual reality is a fully immersive and interactive computer-simulated environment. Currently, the most popular display option is through a VR headset.",,,2017-01-31T22:59:30Z,2022-03-20T02:47:14Z,True
496,jquery,jQuery,jQuery is a lightweight library that simplifies programming with JavaScript.,jQuery is a lightweight library that simplifies programming with JavaScript. It builds on top of browser function and accomplishes programming tasks with fewer lines of code.,John Resig,January 2006,2016-12-17T02:43:37Z,2022-03-19T21:34:45Z,True
497,eleventy,Eleventy,A simple static site generator for JavaScript.,"Eleventy is a JavaScript-based alternative to Jekyll, built by [@zachleat](https://twitter.com/zachleat). It can transform template files of various formats into HTML. Eleventy's mascot is an opossum suspended by a red baloon.",Zach Leatherman,"December 20, 2017",2018-01-10T13:20:12Z,2022-03-10T04:02:08Z,False
498,vercel,Vercel,Develop. Preview. Ship.,"Vercel is the optimal workflow for frontend teams.
All-in-one: Static and Jamstack deployment, Serverless Functions, and Global CDN.",,,2020-04-22T04:38:21Z,2022-03-16T17:06:36Z,False
499,supabase,Supabase,Supabase is a Open-Souce Firebase Alternative.,"Supabase is an Open-Souce Firebase Alternative.

It's been in development since April 2015 and is currently in production at [supabase.com](https://supabase.com). It's built on top of [PostgreSQL](https://www.postgresql.org/), [GoTrue](https://github.com/netlify/gotrue), [Kong](https://github.com/Kong/kong), and [PostgREST](https://postgrest.org/).",Paul Copplestone and Ant Wilson,February 2020,2020-08-21T21:14:27Z,2022-03-02T22:16:28Z,False
500,tailwind,Tailwind CSS,Tailwind is a utility-first CSS framework.,"Tailwind is an utility-first CSS framework for rapid UI development written in PostCSS and configured through JavaScript, making it highly customizable by design. Tailwind doesn’t have a default theme nor built-in UI components. This means it has no opinion about how your site should look and doesn’t impose design decisions that can be difficult to undo.","Adam Wathan, Jonathan Reinink, David Hemphill, Steve Schoger",October 2017,2017-11-02T12:25:34Z,2022-03-18T14:28:35Z,False
501,gui,GUI,A GUI is an interface that allows users to interact with a device using icons and other visual indicators.,"GUI stands for graphical user interface. It is a visual representation of communication presented to the user for easy interaction with the machine. It allows users to manipulate elements on the screen using a mouse, a stylus or even a finger. The actions in a GUI are usually performed through direct manipulation of the graphical elements.",,,2017-01-27T11:39:34Z,2022-03-18T23:37:15Z,False
502,gin,Gin,Gin is a high performance HTTP web framework written in Go.,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin.","Manu MA, Javier Provecho Fernandez","June 30, 2014",2017-01-31T23:34:30Z,2022-03-10T23:37:04Z,False
503,wagtail,Wagtail,Wagtail is an open source CMS written in Python and built on the Django web framework.,"Wagtail is a free and open source content management system (CMS) written in Python. The project has a focus on developer friendliness as well as ease of use of its administration interface, translated in multiple languages.",Torchbox,February 2014,2017-01-31T21:34:25Z,2022-03-20T02:54:44Z,True
504,scikit-learn,scikit-learn,scikit-learn is a Python module for machine learning.,scikit-learn is a widely-used Python module for classic machine learning. It is built on top of SciPy.,David Cournapeau,"January 05, 2010",2017-01-31T21:47:19Z,2022-03-20T02:54:54Z,True
505,redis,Redis,"Redis is an in-memory data structure project implementing a distributed, in-memory key-value database with optional durability.","Redis(Remote Dictionary Server) is a source-available in-memory data structure project implementing a distributed, in-memory key-value database with optional durability.",Salvatore Sanfilippo,"May 10, 2009",2016-12-17T20:00:35Z,2022-03-16T16:57:39Z,False
506,fortran,Fortran,"Fortran is a statically typed, compiled, parallel programming language focussing on array operations.","Fortran is a statically typed compiled programming language that is especially suited to numeric computation, and scientific computing.
While Fortran has been in use since its inception by John Backus at IBM in 1957, it still remains popular today, especially for computationally intensive
applications including numerical weather prediction, finite element analysis, computational fuild dynamics, computational physics, crystallography, and
computational chemistry. Despite its age, new language revisions include syntax and semantics for modern language ideas including pointers, recursion,
object orientated programming features, and parallel programming using Coarray Fortran.",John W. Backus,April 1957,2017-01-31T21:32:02Z,2022-03-11T13:32:22Z,False
507,blazor,Blazor,Blazor is a free and open-source web framework that enables developers to create web apps using C# and HTML.,"Blazor is a .NET-based web application framework that allows developers to create single-page applications with C#, Razor, and HTML.",Microsoft,February 2018,2018-02-17T10:42:05Z,2022-02-20T15:23:26Z,False
508,whatsapp,WhatsApp,WhatsApp is an instant messaging and voice-over-IP service.,"WhatsApp is a cross-platform centralized instant messaging and voice-over-IP service owned by Facebook, Inc. It allows users to send text messages and voice messages, make voice and video calls, and share images, documents, user locations, and other content. The service requires a cellular mobile telephone number to sign up.

WhatsApp's client application runs on mobile devices but is also accessible from desktop computers, as long as the user's mobile device remains connected to the Internet while they use the desktop web app.","Brian Acton, Jan Koum",February 2009,2017-02-01T00:36:39Z,2022-03-18T16:58:53Z,False
509,jwt,JSON Web Tokens,"JSON Web Tokens are an open, industry standard RFC 7519 method for representing claims securely between two parties.","JSON Web Token (JWT) is a compact, URL-safe means of representing claims to be transferred between two parties.  The claims in a JWT are encoded as a JSON object that is used as the payload of a JSON Web Signature (JWS) structure or as the plaintext of a JSON Web Encryption (JWE) structure, enabling the claims to be digitally signed or integrity protected with a Message Authentication Code (MAC) and/or encrypted.","M. Jones, J. Bradley, N. Sakimura",May 2015,2017-01-29T21:51:26Z,2022-03-13T02:35:22Z,False
510,deno,Deno,A secure runtime for JavaScript and TypeScript.,"Deno is a JavaScript/TypeScript runtime with secure defaults and a great developer experience. It's built on V8, Rust, and Tokio.

- Secure by default. No file, network, or environment access (unless explicitly enabled).
- Supports TypeScript out of the box.
- Ships a single executable (deno).
- Has built in utilities like a dependency inspector (deno info) and a code formatter (deno fmt).
- Has a set of reviewed (audited) standard modules that are guaranteed to work with Deno.
- Scripts can be bundled into a single javascript file.",Ryan Dahl,,2018-06-07T07:42:49Z,2022-03-18T17:59:12Z,False
511,hackerrank,HackerRank,HackerRank is a tech company that focuses on competitive programming challenges.,"HackerRank is a tech company that focuses on competitive programming challenges for both consumers and businesses, where developers compete by trying to program according to provided specifications. HackerRank's programming challenges can be solved in a variety of programming languages (including Java, C++, PHP, Python, SQL, JavaScript) and span multiple computer science domains. When a programmer submits a solution to a programming challenge, their submission is scored on the accuracy of their output. Programmers are then ranked globally on the HackerRank leaderboard and earn badges based on their accomplishments to drive competition among users.","Vivek Ravisankar, Hari Karunanidhi",July 2009,2017-01-31T22:35:12Z,2022-03-02T03:43:55Z,False
512,jamstack,Jamstack,"An approach to building for the modern web, for simpler cache management and workflows.","Jamstack is a way of thinking about how to build for the web: the UI is compiled, the frontend is fully decoupled, and data is pulled in as needed.",,,2017-02-01T16:13:02Z,2022-03-16T17:06:33Z,False
513,localization,Localization,Translation of a software interface and messages to another language plus to work with local cultures.,"Software localization (or localisation) means translation of a software interface and messages to another language plus adaptation of some formats (e.g. measures, dates and currency) plus adaptation to local cultures.",,,2017-01-31T21:26:42Z,2022-03-19T18:38:51Z,True
514,gh-extension,GitHub CLI extension,Community extensions for the GitHub CLI.,"GitHub CLI extensions are community-maintained repositories that, when installed locally, add extra functionality to `gh` commands.",GitHub,"September 16, 2020",2021-07-22T15:30:46Z,2022-03-19T16:45:40Z,False
515,storybook,Storybook,Storybook is a UI development environment for your UI components.,"With Storybook you can visualize different states of your UI components and develop them outside of your application.

An API is provided for external addons to provide documentation, interactivity and analytics on your components.

A command is provided to create a static version that can be deployed easily to github pages for example.",,"March 31, 2016",2017-01-31T23:01:37Z,2022-03-19T21:33:52Z,True
516,neural-network,Neural Network,Artificial neural network is a computational model based on the structure and functions of biological neural networks.,"Artificial neural networks (ANN) are computational systems that ""learn"" to perform tasks by considering examples, generally without being programmed with any task-specific rules.",,,2017-01-31T21:30:02Z,2022-03-14T09:40:26Z,False
517,angular,Angular,Angular is an open source web application platform.,"Released in 2016, Angular is a rewrite of AngularJS. It focuses on good mobile development, modularity, and improved dependency injection. Angular is designed to comprehensively address a developer's web application workflow.",Google,"September 14, 2016",2017-01-31T20:46:33Z,2022-03-20T03:17:36Z,True
518,redux,Redux,Redux is a predictable state container for JavaScript apps.,"Redux is an open source JavaScript library, designed to allow for state management of JavaScript applications. Inspired by Elm, Redux is a debugging tool and supports robust application data-flow architecture. Redux is frequently used in combination with React.",Dan Abramov and Andrew Clark,"June 2, 2015",2016-11-22T16:32:44Z,2022-03-20T00:38:38Z,True
519,ajax,Ajax,Ajax is a technique for creating interactive web applications.,"Ajax stands for asynchronous JavaScript and XML. It is collection of several web technologies including HTML, CSS, JSON, XML, and JavaScript. It is used for creating dynamic web pages in which small parts of web page change without reloading the page.",,,2017-01-31T22:05:13Z,2022-03-20T03:17:31Z,True
520,babel,Babel,"Babel is a compiler for writing next generation JavaScript, today.","🐠 Babel is a compiler created by [Sebastian McKenzie](https://github.com/kittens) in 2014 to convert ES6 to ES5 (originally called 6to5). It has since become a toolchain that enables developers to write any next generation JavaScript and serves as a testing ground for proposals from [TC39](https://github.com/tc39), the technical committee that specifies [ECMAScript](https://en.wikipedia.org/wiki/ECMAScript). Babel can also convert [JSX syntax](https://facebook.github.io/jsx/) and strip out type annotations from both [Flow](https://flow.org/) and [TypeScript](https://www.typescriptlang.org/). Babel is built out of plugins. Compose your own transformation pipeline using [plugins written by the community](https://www.npmjs.com/browse/keyword/babel-plugin) or [write your own](https://github.com/thejameskyle/babel-handbook).","Sebastian McKenzie, James Kyle, Henry Zhu, Logan Smyth, Daniel Tschinder","September 28, 2014",2017-01-13T00:14:32Z,2022-03-20T03:17:49Z,True
521,atom,Atom,Atom is a open source text editor built with web technologies.,Atom is a modern open source text editor developed by GitHub. It is designed to be approachable out of the box yet highly customizable. Atom is built using web technologies: the look and feel can be customized using CSS and new features can be added with HTML and JavaScript. There are also thousands of community created themes and packages available.,GitHub,"February 26, 2014",2016-12-07T13:53:53Z,2022-03-20T03:17:45Z,True
522,ejs,EJS,JavaScript templating language.,"EJS is a templating language that allows JavaScript to be integrated into the creation of HTML files through embedded statements.
It unifies the two languages to assist the creation of complex HTML documents at build time.
EJS uses vanilla JavaScript so that a minimal amount of new knowledge is needed to use it.",,,2017-02-01T01:02:55Z,2022-03-02T13:06:23Z,False
523,mongoose,Mongoose,Mongoose is a MongoDB object modeling tool designed to work in an asynchronous environment.,"Mongoose is a MongoDB object modeling tool designed to work in an asynchronous environment. Mongoose includes built-in type casting, validation, query building, and business logic hooks.",LearnBoost,2010,2017-01-31T21:37:13Z,2022-03-19T20:15:53Z,True
524,clojure,Clojure,"Clojure is a dynamic, general-purpose programming language.","Clojure is a functional, dynamic, general-purpose programming language. It provides built-in concurrency support via software transactional memory and asynchronous agents, and offers a rich set of immutable, persistent data structures. Clojure runs on JVM, JavaScript VMs, and Common Language Runtime.",Rich Hickey,"October 16, 2007",2017-01-28T00:24:04Z,2022-03-20T03:18:25Z,True
525,chrome,Chrome,Chrome is a web browser from the tech company Google.,"Chrome is the most popular web browser worldwide as of mid-2017, made by the tech company Google. It's available for most operating systems including Windows, macOS, and Linux and on multiple platforms such as the desktop, phones, and tablets.

Chrome boasts a minimalistic UI and was the first browser to feature ""tabs"" above the address bar, a convention that was later implemented in other browsers. Other popular features include things such as Incognito mode, tab sandboxing, and a Web Store with extensions and themes.

Although Chrome is not open source, the majority of the source code is available under the Chromium moniker.",Google,"September 2, 2008",2017-01-20T16:02:59Z,2022-03-20T03:18:09Z,True
526,code-review,Code review,Ensure your code meets quality standards and ship with confidence.,"Code review is systematic examination (sometimes referred to as peer review) of computer source code. It is intended to find mistakes overlooked in software development, improving the overall quality of software. Reviews are done in various forms such as pair programming, informal walkthroughs, and formal inspections.",,,2017-02-01T01:35:11Z,2022-03-20T03:18:20Z,True
527,continuous-integration,Continuous integration,"Automatically build and test your code as you push it upstream, preventing bugs from being deployed to production.","Automatically build and test your code as you push it upstream, preventing bugs from being deployed to production. A complementary practice to CI is that before submitting work, each programmer must do a complete build and run (and pass) all unit tests. Integration tests are usually run automatically on a CI server when it detects a new commit.",,,2017-01-31T21:33:25Z,2022-03-20T03:18:18Z,True
528,sql,SQL,"SQL is a standard language for storing, retrieving and manipulating data in databases.","SQL stands for structured query language. It uses commands such as ""select"", ""insert"", ""update"", ""delete"". Some common relational database management systems that use SQL are: Oracle, MySQL, Microsoft SQL Server, PostgreSQL, etc.","Donald D. Chamberlin, Raymond F. Boyce",1986,2017-01-31T21:20:15Z,2022-03-20T02:12:39Z,True
529,data-visualization,Data visualization,Data visualization is the graphic representation of data and trends.,"Data visualization is the visual depiction of data through the use of graphs, plots, and informational graphics. Its practitioners use statistics and data science to convey the meaning behind data in ethical and accurate ways.",Charles Joseph Minard,,2017-01-31T22:25:35Z,2022-03-20T03:19:28Z,True
530,crystal,Crystal,"Crystal is a self-hosted, general purpose programming language.","Crystal is a programming language with friendly syntax, static type checking and modern stdlib. It compiles into efficient, easy-to-distribute native code.","Ary Borenszweig, Juan Wajnerman",June 2011,2017-01-31T20:18:58Z,2022-03-20T03:19:24Z,True
531,data-structures,Data structures,Data structures are a way of organizing and storing data.,"A data structure is a particular way storing and organizing data in a computer for efficient access and modification. Data structures are designed for a specific purpose. Examples include arrays, linked lists, and classes.",,,2017-01-31T23:05:34Z,2022-03-20T03:19:27Z,True
532,markdown,Markdown,Markdown is a lightweight markup language.,"Markdown is a lightweight markup language. It is designed to be a simple, lightweight way to add formatting without prior HTML experience.",John Gruber,"March 19, 2004",2016-12-17T03:09:36Z,2022-03-20T03:19:25Z,True
533,dependency-management,Dependency management,Secure and manage your third-party dependencies.,"A package manager or package management system is a collection of software tools that automate the process of installing, upgrading, configuring, or removing computer programs for a computer's operating system in a consistent manner.",,,2017-04-11T21:43:31Z,2022-03-20T03:19:32Z,True
534,dotnet,.NET,".NET is a free, cross-platform, open source developer platform.",".NET is a free, cross-platform, open source developer platform for building many different types of applications.",Microsoft,"February 13, 2002",2017-01-31T21:34:22Z,2022-03-20T03:19:41Z,True
535,elixir,Elixir,"Elixir is a dynamic, functional language designed for building scalable and maintainable applications.","Elixir leverages the Erlang VM, known for running low-latency, distributed and fault-tolerant systems, while also being successfully used in web development, and the embedded software domain.",José Valim,"September 8, 2014",2017-01-31T21:00:22Z,2022-03-20T03:19:47Z,True
536,deployment,Deployment,Streamline your code deployment so you can focus on your product.,The general deployment process consists of several interrelated activities with possible transitions between them. These activities can occur at the producer side or at the consumer side or both.,,,2017-01-31T21:28:54Z,2022-03-20T03:19:35Z,True
537,emacs,Emacs,"Emacs is an extensible, customizable, free text editor and computing environment.","Emacs is an extensible text editor written primarily in Emacs Lisp.  While it excels at editing text, Emacs stretches the boundaries of what 'text' is.",,,2017-01-31T21:27:32Z,2022-03-20T03:19:48Z,True
538,firefox,Firefox,Firefox is an open source web browser from Mozilla.,"Firefox is a free and open source web browser developed by Mozilla Foundation. First released in 2002 under the name Phoenix. It's available for most operating systems including Windows, macOS, Linux and most phones and tablets.",Mozilla,"September 23, 2002",2016-12-23T22:00:17Z,2022-03-20T03:20:00Z,True
539,eslint,ESLint,The pluggable linting utility for JavaScript and JSX.,ESLint is an extensible static-analysis tool for JavaScript and related languages that helps catch errors before they break something in production.,Nicholas C. Zakas,June 2013,2017-01-31T21:29:06Z,2022-03-20T03:19:55Z,True
540,emoji,Emoji,"Emojis are graphic symbols that represent an emotion, object, or concept.","Emojis are a pictorial language used mainly in electronic messaging to express a variety of emotions, objects or ideas.",Shigetaka Kurita,1999,2016-12-09T17:00:08Z,2022-03-20T03:19:52Z,True
541,ember,Ember,Ember is a framework for creating web applications.,"Ember is a JavaScript framework that uses a Component <-> Service approach to building applications. It is mainly used to build web-based applications, but can also be ported over to build desktop applications.",Yehuda Katz,"December 8, 2011",2016-12-16T20:50:00Z,2022-03-20T03:19:50Z,True
542,emulator,Emulator,An emulator is any hardware or software that allows one computer to behave like another.,"Emulators allow the host system to emulate the qualities of a client system. For example, a mobile application developer might run an emulated device on their PC in order to test how their application would perform and appear on an actual phone or tablet.",,,2016-12-16T23:24:32Z,2022-03-20T03:19:54Z,True
543,font,Font,A font is a particular style of typeface for text.,"A font is the reference of size, weight, and style of a particular text. The weight of a particular font is the thickness of the character outlines. Size is typically measured in points, which is a vertical measurement of lettering.",,,2017-01-05T17:04:55Z,2022-03-20T03:20:04Z,True
544,game-development,Game Development,"Game Development is the art of creating games and describes the design, development and release of a game.","Video game developers take a designer's concepts and build them into a playable game for users. Video game developers, also known as games developers or video game programmers, write code for games for a variety of formats, such as PCs, consoles, web browsers and mobile phones.",,,2017-01-31T21:53:32Z,2022-03-18T15:44:02Z,False
545,testing,Testing,Eliminate bugs and ship with more confidence by adding these tools to your workflow.,"Testing is the practice of systematically testing software to make sure it works. Testing can be iterative, and happen multiple times.
Eliminate bugs and ship with more confidence by adding these tools to your workflow.",,,2016-12-16T18:32:50Z,2022-03-20T02:49:40Z,True
546,contentful,Contentful,Contentful provides a content infrastructure that enables teams to power content in any digital product.,"Contentful is a content infrastructure that is disrupting the legacy CMS market by offering a new way to power content in any digital product – website, app, or device. It's purpose-built to integrate with the modern software stack and software delivery pipelines",Sascha Konietzke and Paolo Negri,2011,2017-01-31T22:00:54Z,2022-02-03T20:39:01Z,False
547,docker-compose,Docker Compose,Docker Compose is a tool for defining and running multi-container Docker applications.,"Docker Compose is a tool that was developed to help define and share multi-container applications. With Compose, we can create a YAML file to define the services and with a single command, can spin everything up or tear it all down.",,"October 16, 2014",2017-01-31T21:34:29Z,2022-03-16T15:18:53Z,False
548,3d,3D,3D modeling is the process of virtually developing the surface and structure of a 3D object.,"3D modeling uses specialized software to create a digital model of a physical object. It is an aspect of 3D computer graphics, used for video games, 3D printing, and VR, among other applications.",,,2017-02-04T09:24:09Z,2022-03-20T03:25:10Z,True
549,amphp,Amp,Amp is a non-blocking concurrency library for PHP.,Amp is a non-blocking concurrency library for PHP. Newer versions make use of fibers to integrate well with existing interfaces and allow for transparent non-blocking I/O. Older versions make heavy use of generator-based coroutines. It's made by the developers that brought native fiber support to PHP 8.1.,Daniel Lowrey,"August 05, 2013",2017-02-02T20:45:29Z,2022-03-20T03:25:14Z,True
550,ui,ui,User interface(UI) or user interface engineering is the design of user interfaces for machines and software.,"User interface (UI) design or user interface engineering is the design of user interfaces for machines and software, such as computers, home appliances, mobile devices, and other electronic devices, with the focus on maximizing usability and the user experience. The goal of user interface design is to make the user's interaction as simple and efficient as possible, in terms of accomplishing user goals (user-centered design).",,,2017-01-31T21:04:32Z,2022-03-16T11:32:54Z,False
551,symfony,Symfony,Symfony is a set of reusable PHP components and a web framework.,Symfony is a set of reusable PHP components and a PHP framework for web projects.,Fabien Potencier,October 2005,2017-01-31T21:21:43Z,2022-03-20T03:26:06Z,True
552,portfolio,Portfolio,"Portfolio is a website showcasing skills, project, experiences, education etc.","A portfolio is a compilation of materials that exemplifies your beliefs, skills, qualifications, education, training, and experiences. It provides insight into your personality and work ethic. A portfolio website is generally a static website featuring work samples and other details as explained above. It is closely related to [Online Resume](https://en.wikipedia.org/wiki/Career_portfolio) or [C.V.](https://en.wikipedia.org/wiki/Curriculum_vitae)",,,2017-01-05T18:33:20Z,2022-02-19T07:22:16Z,False
553,graphql,GraphQL,GraphQL is a query language for APIs and a runtime for fulfilling those queries with your existing data.,"GraphQL is a data query language developed by Facebook. It provides an alternative to REST and ad-hoc webservice architectures. It allows clients to define the structure of the data required, and exactly the same structure of the data is returned from the server. It is a strongly typed runtime which allows clients to dictate what data is needed.",Facebook,2015,2016-12-17T02:09:00Z,2022-03-20T01:37:38Z,True
554,gatsby,gatsby,Gatsby is a free and open source framework based on React that helps developers build blazing fast websites and apps.,"Gatsby is a free and open source framework based on React that helps developers build blazing-fast websites and apps.
It helps towards website development working with headless CMS's for modern tooling.",Kyle Mathews & Sam Bhagwat,2015,2017-01-31T22:00:51Z,2022-03-18T21:53:51Z,False
555,tensorflow,Tensorflow,TensorFlow is an open source software library for numerical computation.,"TensorFlow is an open source library that was created by Google. It is used to design, build, and train deep learning models.",Google Brain Team,"November 9, 2015",2017-01-31T21:38:24Z,2022-03-20T02:54:30Z,True
556,heroku,Heroku,Heroku is a cloud PaaS supporting several programming languages.,"Heroku is a platform as a service (PaaS) that enables developers to build, run, and operate applications entirely in the cloud.",,,2016-12-07T21:23:36Z,2022-03-19T04:18:09Z,False
557,rest-api,REST API,A representational state transfer (REST) API is a way to provide compatibility between computer systems on the internet.,A representational state transfer (REST) API is a way to provide compatibility between computer systems on the Internet. The concept was first outlined in a dissertation by Roy Fielding in 2000.,,,2017-01-31T21:40:09Z,2022-03-20T01:55:11Z,True
558,express,Express,Express is a minimal Node.js framework for web and mobile applications.,"Express.js is a simple Node.js framework for single, multi-page, and hybrid web applications.",TJ Holowaychuk,"November 16, 2010",2017-01-31T20:47:13Z,2022-03-20T03:19:57Z,True
559,react-native,React Native,React Native is a JavaScript mobile framework developed by Facebook.,React Native is a JavaScript mobile framework developed by Facebook. It allows developers to build Android and iOS mobile apps using JavaScript and reuse code across web and mobile applications.,Facebook,January 2015,2017-01-31T21:11:16Z,2022-03-19T22:24:25Z,True
560,windows,Windows,Windows is Microsoft's GUI-based operating system.,Windows is Microsoft's GUI-based operating system. It is known for its graphical display and is designed to be user-friendly.,Microsoft Corporation,"November 20, 1985",2016-12-16T21:35:59Z,2022-03-20T03:21:14Z,True
561,website,Website,A location connected to the Internet that maintains one or more pages on the World Wide Web.,A website is a collection of web pages and related content that is identified by a common domain name and published on at least one web server.,Tim Berners-Lee,"August 6, 1991",2017-01-05T18:29:47Z,2022-03-13T15:51:31Z,False
562,iot,Internet of things,Iot is a network of devices that exchange data with other devices and systems over the internet.,"The internet of things, or IoT, describes the network of physical objects (things) that are embedded with sensors, software, and other technologies for the purpose of connecting and exchanging data with other devices and systems over the internet. The Internet of Things means taking all the things in the world and connecting them to the internet.",,,2016-12-27T08:27:21Z,2022-03-12T20:27:40Z,False
563,csharp,C#,"C# (""C sharp"") is an object-oriented and type-safe programming language.","C# (pronounced ""C sharp"") is a simple, modern, object-oriented, and type-safe programming language.

Its roots in the C family of languages makes C# immediately familiar to C, C++, and Java programmers.",Anders Hejlsberg,January 2002,2017-01-31T21:27:17Z,2022-03-20T03:19:25Z,True
